nombre,genero,director,pais,duracion_ms
Let the Bullets Fly,Comedia,Steven Spielberg,China,9095367
Lost in Thailand,Thriller,Steven Spielberg,China,8863917
Love Education,Thriller,Christopher Nolan,China,9038910
Lust Caution,Crimen,James Cameron,China,9950825
Misty,Ciencia ficción,Hayao Miyazaki,China,6205800
Midnight Runners,Romance,Bong Joon-ho,China,5455866
Monkey King,Comedia,Christopher Nolan,China,10399306
Monkey King 2,Crimen,Andrey Zvyagintsev,China,8041096
Monkey King 3,Comedia,Ridley Scott,China,6517154
Mr. Six,Acción,Francis Ford Coppola,China,5507431
Nightmare Alley,Aventura,Christopher Nolan,China,5514247
Once Upon a Time in China,Crimen,Andrey Zvyagintsev,China,6761379
Once Upon a Time in China II,Drama,Christopher Nolan,China,7609281
Once Upon a Time in China III,Aventura,Hayao Miyazaki,China,9196260
Once Upon a Time in China IV,Romance,Martin Scorsese,China,7161516
Once Upon a Time in China V,Comedia,Hayao Miyazaki,China,9102316
Operation Red Sea,Romance,James Cameron,China,6289258
Our Shining Days,Thriller,Quentin Tarantino,China,9810427
Painted Skin,Crimen,Guillermo del Toro,China,9097664
Painted Skin: The Resurrection,Crimen,Martin Scorsese,China,9912121
Petty Thieves,Crimen,Ridley Scott,China,5711530
Police Story,Acción,James Cameron,China,8016930
Police Story 2,Romance,Hayao Miyazaki,China,8547396
Police Story 3: Super Cop,Thriller,Bong Joon-ho,China,8936029
Riding Alone for Thousands of Miles,Acción,Christopher Nolan,China,9694989
Shaolin,Drama,Ridley Scott,China,9635663
Shinjuku Incident,Romance,Steven Spielberg,China,8329302
Swordsman,Comedia,James Cameron,China,7179464
Swordsman II,Comedia,Martin Scorsese,China,6749117
The Battle at Lake Changjin,Drama,Steven Spielberg,China,8522585
The Big Boss,Drama,Andrey Zvyagintsev,China,5938294
The Bride with White Hair,Comedia,Bong Joon-ho,China,8004208
The Flowers of War,Ciencia ficción,Guillermo del Toro,China,5592759
The Grandmaster,Thriller,Guillermo del Toro,China,8754763
The Monkey King,Ciencia ficción,Ridley Scott,China,7329442
The Night Comes for Us,Comedia,Pedro Almodóvar,China,6448998
The Old Well,Aventura,Bong Joon-ho,China,10109232
The Sleeping Dictionary,Crimen,Christopher Nolan,China,9108159
The Sword of the Conqueror,Ciencia ficción,Hayao Miyazaki,China,9923912
The Taking of Tiger Mountain,Comedia,Martin Scorsese,China,8465556
The Wandering Earth,Ciencia ficción,Quentin Tarantino,China,6623419
The Warlords,Thriller,Francis Ford Coppola,China,8758709
The White Storm,Drama,Pedro Almodóvar,China,10636178
The Wind Rises,Drama,Andrey Zvyagintsev,China,7572334
Three Kingdoms: Resurrection of the Dragon,Thriller,Francis Ford Coppola,China,8039325
Thunderbolt,Romance,Andrey Zvyagintsev,China,9103619
Time Raiders,Thriller,Christopher Nolan,China,7589029
To Live,Romance,Martin Scorsese,China,8474023
Tong: The Story of China�s First Emperor,Aventura,Hayao Miyazaki,China,6487291
Tui na,Drama,Andrey Zvyagintsev,China,5504055
Under the Hawthorn Tree,Comedia,Steven Spielberg,China,6333714
Warriors of the Rainbow,Comedia,Hayao Miyazaki,China,7977228
Whispers and Moans,Aventura,Bong Joon-ho,China,9692632
White Vengeance,Ciencia ficción,Christopher Nolan,China,8351825
Worms of the Earth,Aventura,Quentin Tarantino,China,8156493
Xuanzang,Comedia,Pedro Almodóvar,China,6773843
You Are the Apple of My Eye,Crimen,Martin Scorsese,China,5832986
Zodiac,Crimen,Francis Ford Coppola,China,9133252
Love Without a Plot,Drama,Francis Ford Coppola,China,6354663
A Touch of Sin,Ciencia ficción,Steven Spielberg,China,8729100
A World Without Thieves,Romance,Ridley Scott,China,10643667
Ash Is Purest White,Thriller,Guillermo del Toro,China,6084270
The Lady,Thriller,Hayao Miyazaki,China,7764243
The Red Lantern,Drama,Francis Ford Coppola,China,8200385
Unforgiven,Thriller,Andrey Zvyagintsev,China,10725338
Underdog,Ciencia ficción,Pedro Almodóvar,China,5525323
The Red Cliff,Acción,James Cameron,China,9997515
The Founding of a Republic,Ciencia ficción,Hayao Miyazaki,China,9087815
The Founding of a Party,Comedia,Christopher Nolan,China,10383329
Shang Chi and the Legend of the Ten Rings,Aventura,Guillermo del Toro,China,8241654
Sands of the Lake,Comedia,Hayao Miyazaki,China,6987640
Rogue,Ciencia ficción,Andrey Zvyagintsev,China,9300272
Crazy Rich Asians,Aventura,Quentin Tarantino,China,9574253
The Painted Veil,Crimen,Hayao Miyazaki,China,7258819
Chinese Red,Romance,James Cameron,China,7056177
The Old Capital,Crimen,Steven Spielberg,China,9323390
The Emperor and the Assassin,Crimen,Martin Scorsese,China,10039913
The Karate Kid,Thriller,Ridley Scott,China,7017390
Dragon Tiger Gate,Comedia,Andrey Zvyagintsev,China,7341850
Green Snake,Romance,Guillermo del Toro,China,6699926
Journey to the West,Crimen,James Cameron,China,5536155
The King�s Avatar,Crimen,Ridley Scott,China,6316528
Fallen Angels,Acción,Pedro Almodóvar,China,6940683
Zhi Ying,Comedia,Martin Scorsese,China,6113120
Brothers in Brothel,Comedia,Quentin Tarantino,China,8783129
Rushing to the South,Thriller,Hayao Miyazaki,China,7730266
Blazing Sun,Thriller,Andrey Zvyagintsev,China,7986335
Black Blood,Aventura,Martin Scorsese,China,9853488
Crossroad of Destiny,Thriller,Steven Spielberg,China,6203879
Guo Zhi,Acción,Steven Spielberg,China,8130299
The Iron Fist,Romance,James Cameron,China,6697982
Across the World,Aventura,Bong Joon-ho,China,9102736
Night of the Living Dead,Romance,Andrey Zvyagintsev,China,8037355
Jinghua,Thriller,Pedro Almodóvar,China,7499168
Embrace of the Serpent,Crimen,Martin Scorsese,China,9173848
Breaking Through,Aventura,Guillermo del Toro,China,10327373
Wild Goose,Ciencia ficción,James Cameron,China,6381865
No Tears Left to Cry,Romance,Pedro Almodóvar,China,9394975
Deep Sea,Ciencia ficción,Hayao Miyazaki,China,8778653
Beautiful Mind,Drama,Quentin Tarantino,China,6191101
A Hero�s Journey,Comedia,Bong Joon-ho,China,8640228
Shifu,Acción,Andrey Zvyagintsev,China,9111726
Little Red Flowers,Acción,Francis Ford Coppola,China,7083509
Shangri-La,Thriller,Guillermo del Toro,China,9230008
Empress,Drama,Ridley Scott,China,8561850
Beyond the Mask,Aventura,Martin Scorsese,China,8272599
Life of the Party,Ciencia ficción,Bong Joon-ho,China,9823344
Blame It On the Moon,Comedia,Christopher Nolan,China,7626615
Twilight Romance,Drama,Christopher Nolan,China,8939773
Grown Up,Crimen,Martin Scorsese,China,6135698
Over the Rainbow,Romance,Steven Spielberg,China,9078100
The Forgotten Battle,Romance,Steven Spielberg,China,5451227
Dead Alive,Drama,Hayao Miyazaki,China,9674708
Rouge in the Sky,Aventura,Christopher Nolan,China,6577914
Coming Home,Drama,Quentin Tarantino,China,8985557
Red Road,Crimen,Martin Scorsese,China,5747653
Journey of the Soul,Acción,Guillermo del Toro,China,9472603
Song of the Sea,Ciencia ficción,Martin Scorsese,China,10551374
The Tree of Life,Comedia,Steven Spielberg,China,8064453
Wildlands,Aventura,Hayao Miyazaki,China,9102444
Stalker,Drama,Christopher Nolan,China,8573351
Hua Pi,Ciencia ficción,James Cameron,China,7087421
Eternal Summer,Drama,Pedro Almodóvar,China,5563333
Crying Out for Love,Drama,Guillermo del Toro,China,10560073
Soul Mates,Ciencia ficción,Guillermo del Toro,China,9310794
Fallen Beauty,Comedia,Bong Joon-ho,China,7316398
Into the Night,Ciencia ficción,Pedro Almodóvar,China,9583222
Imperial Red,Aventura,Andrey Zvyagintsev,China,9484948
A Few Good Men,Acción,Andrey Zvyagintsev,China,6615700
On the Golden Road,Thriller,Quentin Tarantino,China,10631573
People of the Dragon,Acción,Quentin Tarantino,China,10217837
Sunset,Aventura,Bong Joon-ho,China,8889286
Kingdom of Lost Souls,Comedia,Quentin Tarantino,China,7661862
The Yunnan,Drama,Martin Scorsese,China,7870640
Little Monster,Drama,Steven Spielberg,China,5449880
Into the Silent Sea,Comedia,Quentin Tarantino,China,8927772
Dance of the Spirits,Ciencia ficción,Steven Spielberg,China,9020295
Sea of Memories,Comedia,Ridley Scott,China,6775663
Where the Heart Is,Comedia,Martin Scorsese,China,7989907
Billionaire Boy,Aventura,Hayao Miyazaki,China,7642495
Eternal Flame,Aventura,Bong Joon-ho,China,6282767
Pursuit of Fortune,Romance,Pedro Almodóvar,China,9529526
Heaven�s Garden,Aventura,Ridley Scott,China,6190852
Through the Ocean,Aventura,Francis Ford Coppola,China,6646235
The Lost City of Z,Acción,Pedro Almodóvar,China,10166158
Deep Shadows,Romance,Ridley Scott,China,6635332
Whispers in the Wind,Romance,Martin Scorsese,China,8919986
Love is a Many-Splendored Thing,Drama,Martin Scorsese,China,8724997
The Promise,Thriller,James Cameron,China,10168667
Peach Blossom Lagoon,Drama,Bong Joon-ho,China,5591900
Hand of Fate,Drama,Quentin Tarantino,China,6027801
Night Flame,Romance,Ridley Scott,China,6713515
The Millionaire,Romance,Quentin Tarantino,China,5426956
Desperate Measure,Thriller,Hayao Miyazaki,China,10745629
Peaceful Star,Crimen,Francis Ford Coppola,China,9479263
Dark Heaven,Aventura,Hayao Miyazaki,China,6076182
Company,Acción,Steven Spielberg,Rusia,6555331
A Long and Happy Life,Comedia,James Cameron,Rusia,5698895
A Soldier�s Story,Aventura,Francis Ford Coppola,Rusia,9748152
Agony,Crimen,Francis Ford Coppola,Rusia,9732653
Alexandra,Thriller,Bong Joon-ho,Rusia,6948515
Andrei Rublev,Acción,Francis Ford Coppola,Rusia,6380012
Antikiller,Comedia,Quentin Tarantino,Rusia,7600705
Battles Without Honor and Humanity,Comedia,Pedro Almodóvar,Rusia,5513487
Bekas,Crimen,Bong Joon-ho,Rusia,6776914
Bitter Grass,Acción,Quentin Tarantino,Rusia,7654565
Black Lightning,Aventura,Hayao Miyazaki,Rusia,7809206
Brat,Aventura,Hayao Miyazaki,Rusia,10388794
Brat 2,Ciencia ficción,Bong Joon-ho,Rusia,5962010
Burnt by the Sun,Aventura,Francis Ford Coppola,Rusia,9731842
The Barber of Siberia,Romance,James Cameron,Rusia,6248209
The Cranes Are Flying,Acción,Bong Joon-ho,Rusia,7243517
The Dawns Here Are Quiet,Drama,Bong Joon-ho,Rusia,9752393
The Duelist,Comedia,Hayao Miyazaki,Rusia,8488568
The Edge,Thriller,Bong Joon-ho,Rusia,8068793
The Irony of Fate,Acción,Ridley Scott,Rusia,9324973
The Land of Sannikov,Drama,Martin Scorsese,Rusia,8050739
The Return,Ciencia ficción,Steven Spielberg,Rusia,6286889
The Scoundrel,Comedia,Guillermo del Toro,Rusia,8702242
The Stroll,Aventura,Bong Joon-ho,Rusia,7077209
The Thief,Acción,Christopher Nolan,Rusia,9923664
The Witness,Ciencia ficción,Hayao Miyazaki,Rusia,5478283
The Way Back,Aventura,Guillermo del Toro,Rusia,9889271
The White Tiger,Comedia,Quentin Tarantino,Rusia,9293365
The Wind,Romance,Quentin Tarantino,Rusia,10211205
The Zone,Comedia,Quentin Tarantino,Rusia,7884677
The Son of the Sovereign,Romance,Guillermo del Toro,Rusia,5967723
War,Drama,Quentin Tarantino,Rusia,7784670
War and Peace,Crimen,Martin Scorsese,Rusia,8639877
White Sun of the Desert,Comedia,Bong Joon-ho,Rusia,8735048
Viy,Ciencia ficción,James Cameron,Rusia,8755401
War of the Dead,Aventura,Martin Scorsese,Rusia,7704911
The Iron Curtain,Drama,Andrey Zvyagintsev,Rusia,7402498
Alexander Nevsky,Acción,Quentin Tarantino,Rusia,10282817
Battleship Potemkin,Romance,Francis Ford Coppola,Rusia,10454159
Brigada,Romance,Ridley Scott,Rusia,7634683
Cargo 200,Thriller,Martin Scorsese,Rusia,9377373
Cherkess,Aventura,Ridley Scott,Rusia,5906934
Childhood,Thriller,Pedro Almodóvar,Rusia,5539774
Closeness,Thriller,Francis Ford Coppola,Rusia,10275701
Come and See,Ciencia ficción,Christopher Nolan,Rusia,7024828
Donbass,Ciencia ficción,Quentin Tarantino,Rusia,7152238
Earth,Ciencia ficción,Francis Ford Coppola,Rusia,9643100
Elena,Acción,Christopher Nolan,Rusia,5715874
Eternal Call,Ciencia ficción,Pedro Almodóvar,Rusia,7147288
The First Circle,Ciencia ficción,Hayao Miyazaki,Rusia,8821048
Gorky Park,Comedia,Quentin Tarantino,Rusia,9780567
Grigory R.,Romance,Guillermo del Toro,Rusia,6128962
The Horde,Romance,Francis Ford Coppola,Rusia,6328359
How I Ended This Summer,Drama,Pedro Almodóvar,Rusia,10443190
In the Fog,Crimen,James Cameron,Rusia,6047376
Khrustalyov My Car!,Crimen,Christopher Nolan,Rusia,6984048
Kiss Them All!,Drama,Ridley Scott,Rusia,9984502
Leviathan,Aventura,Hayao Miyazaki,Rusia,8849462
Leningrad,Ciencia ficción,Quentin Tarantino,Rusia,7544547
Lovers of the Arctic Circle,Romance,Quentin Tarantino,Rusia,8784544
Metro,Ciencia ficción,Christopher Nolan,Rusia,7581127
Moscow Does Not Believe in Tears,Comedia,Steven Spielberg,Rusia,5788968
Moscow�s Most Wanted,Comedia,Ridley Scott,Rusia,8180330
My Friend Ivan Lapshin,Ciencia ficción,Ridley Scott,Rusia,8061360
Nocturne,Comedia,James Cameron,Rusia,6569852
Night Watch,Ciencia ficción,Ridley Scott,Rusia,8197910
Not One Step Back,Crimen,Christopher Nolan,Rusia,6504454
Of Freaks and Men,Ciencia ficción,Andrey Zvyagintsev,Rusia,5921501
Office Romance,Thriller,James Cameron,Rusia,7690827
Ostrov,Ciencia ficción,Christopher Nolan,Rusia,9612660
The Pupil,Comedia,Hayao Miyazaki,Rusia,7661495
Playground,Thriller,Hayao Miyazaki,Rusia,6857538
Reds,Drama,Quentin Tarantino,Rusia,5847267
Solaris,Thriller,James Cameron,Rusia,7851264
Stalker,Acción,Andrey Zvyagintsev,Rusia,7367911
Steppe,Romance,Quentin Tarantino,Rusia,7384689
Stilyagi,Romance,Pedro Almodóvar,Rusia,8633261
The Three Heroes,Comedia,Pedro Almodóvar,Rusia,6943263
The Return of the Musketeers,Aventura,Bong Joon-ho,Rusia,9025170
Thick as Thieves,Thriller,Quentin Tarantino,Rusia,8492655
The Whole World at Your Feet,Ciencia ficción,Christopher Nolan,Rusia,6654897
The Windmill,Comedia,James Cameron,Rusia,7974332
War,Crimen,Quentin Tarantino,Rusia,5512669
War and Peace,Aventura,Martin Scorsese,Rusia,6828672
When the Trees Fall,Ciencia ficción,Pedro Almodóvar,Rusia,5847686
White Tiger,Romance,Pedro Almodóvar,Rusia,7361000
The Prisoner of the Mountains,Thriller,Guillermo del Toro,Rusia,8815550
Two Women,Crimen,Steven Spielberg,Rusia,5743271
The Ascent,Acción,James Cameron,Rusia,5931127
The Ballad of the Sad Caf�,Comedia,Steven Spielberg,Rusia,8832396
The Brothers Karamazov,Romance,Quentin Tarantino,Rusia,6217973
The Cranes Are Flying,Comedia,Christopher Nolan,Rusia,7676931
The End of Eternity,Ciencia ficción,Ridley Scott,Rusia,7820424
The Heart of a Dog,Crimen,Steven Spielberg,Rusia,6039419
The Kitchen,Aventura,Francis Ford Coppola,Rusia,10482557
The Lark,Aventura,Steven Spielberg,Rusia,6582952
The Lives of Others,Romance,Andrey Zvyagintsev,Rusia,9336384
The Night Watch,Acción,James Cameron,Rusia,7144222
The North Wind,Acción,Steven Spielberg,Rusia,6750114
The Road to Calvary,Aventura,Pedro Almodóvar,Rusia,8889606
The Seagull,Drama,Bong Joon-ho,Rusia,7355810
The Siege,Crimen,Christopher Nolan,Rusia,5715304
The Soldier's Tale,Crimen,Bong Joon-ho,Rusia,5585653
The Spectacular Now,Ciencia ficción,Quentin Tarantino,Rusia,8979681
The Straw House,Drama,Quentin Tarantino,Rusia,9555236
The Swindlers,Aventura,Martin Scorsese,Rusia,9592240
The Taming of the Shrew,Crimen,James Cameron,Rusia,9318479
The Thief and the Cobbler,Aventura,Andrey Zvyagintsev,Rusia,7105441
The Three of Us,Ciencia ficción,Steven Spielberg,Rusia,8821069
The Wild Hunt,Crimen,Quentin Tarantino,Rusia,5673107
Thirteen,Drama,Ridley Scott,Rusia,9478141
This Is My Land,Ciencia ficción,Andrey Zvyagintsev,Rusia,10287103
Through the Looking Glass,Drama,Steven Spielberg,Rusia,9521587
To Moscow!,Comedia,James Cameron,Rusia,8661957
Troyka,Romance,Steven Spielberg,Rusia,7716239
The Unseen,Crimen,Hayao Miyazaki,Rusia,10710905
The Unknown Soldier,Romance,Ridley Scott,Rusia,10590496
The Way We Lived,Comedia,Francis Ford Coppola,Rusia,8091388
The Winter's Tale,Romance,Hayao Miyazaki,Rusia,10578776
Vysotsky,Crimen,Andrey Zvyagintsev,Rusia,6151639
War Hero,Thriller,Martin Scorsese,Rusia,7290271
Warriors of the World,Acción,Andrey Zvyagintsev,Rusia,8853842
We Can Do It!,Comedia,Bong Joon-ho,Rusia,5722240
When the Cows Come Home,Ciencia ficción,Quentin Tarantino,Rusia,10251539
Winter Night,Ciencia ficción,Christopher Nolan,Rusia,6328746
White Night,Aventura,Bong Joon-ho,Rusia,7790295
The Wives of Russia,Aventura,Guillermo del Toro,Rusia,10570630
Vozvrashchenie,Thriller,Francis Ford Coppola,Rusia,8861496
Zarathustra,Thriller,James Cameron,Rusia,6728045
Admiral,Aventura,Guillermo del Toro,Rusia,6150679
Andrey Tarkovsky: The Solar Revolution,Ciencia ficción,James Cameron,Rusia,8333364
Battle for Moscow,Aventura,Andrey Zvyagintsev,Rusia,5422574
Beloved,Drama,Hayao Miyazaki,Rusia,6830444
Berdan,Drama,Andrey Zvyagintsev,Rusia,5990994
Burden of the Heart,Aventura,Steven Spielberg,Rusia,8548875
Captive Women,Crimen,Quentin Tarantino,Rusia,7438753
Childhood of the Brave,Romance,Quentin Tarantino,Rusia,6226666
Darkness,Ciencia ficción,Quentin Tarantino,Rusia,7341668
Diary of a Combat,Acción,Guillermo del Toro,Rusia,6186878
End of Eternity,Drama,Ridley Scott,Rusia,6890100
Evolution of Life,Acción,Andrey Zvyagintsev,Rusia,9597878
Farewell,Crimen,Bong Joon-ho,Rusia,7813028
Four Seasons,Romance,Andrey Zvyagintsev,Rusia,6756256
Heaven's Fall,Thriller,Andrey Zvyagintsev,Rusia,8084838
Innocent,Crimen,Quentin Tarantino,Rusia,7741326
Kino,Drama,Pedro Almodóvar,Rusia,7363402
Lugovoy,Romance,Martin Scorsese,Rusia,8365063
Mister and Miss,Ciencia ficción,Ridley Scott,Rusia,5952777
Naked Maja,Romance,Steven Spielberg,Rusia,7199084
Not One Step Back,Comedia,Andrey Zvyagintsev,Rusia,9263684
The Silence of the Bees,Romance,Ridley Scott,Rusia,8788018
Savior of the Soul,Acción,Hayao Miyazaki,Rusia,9662041
Five Fingers,Drama,Andrey Zvyagintsev,Africa,10439857
A Cool Drink of Water,Ciencia ficción,Steven Spielberg,Africa,6370980
Akin,Ciencia ficción,Martin Scorsese,Africa,7036214
Amour Fou,Drama,Hayao Miyazaki,Africa,9842208
Beneath the Darkness,Ciencia ficción,Christopher Nolan,Africa,5949832
Boule de Suif,Thriller,Francis Ford Coppola,Africa,7372308
Cairo 30,Crimen,Pedro Almodóvar,Africa,8207495
Children of Heaven,Ciencia ficción,Andrey Zvyagintsev,Africa,6405849
Cairo Station,Thriller,Martin Scorsese,Africa,9999842
City of God,Drama,Quentin Tarantino,Africa,6150567
Black Girl,Ciencia ficción,Andrey Zvyagintsev,Africa,5504892
Black African,Ciencia ficción,Martin Scorsese,Africa,10031768
Coming of Age,Comedia,Andrey Zvyagintsev,Africa,8752366
Desert Flower,Thriller,Hayao Miyazaki,Africa,9519773
Dioula,Aventura,Quentin Tarantino,Africa,8033277
Drum,Crimen,Christopher Nolan,Africa,5611790
Eternal,Crimen,Guillermo del Toro,Africa,8478677
Goodbye Uncle Tom,Acción,Pedro Almodóvar,Africa,5995210
Half of a Yellow Sun,Comedia,Bong Joon-ho,Africa,8952148
Hotel Rwanda,Aventura,Steven Spielberg,Africa,7745203
Kirikou and the Sorceress,Crimen,Christopher Nolan,Africa,8420461
Ladri di biciclette,Crimen,Ridley Scott,Africa,9347313
Living in Bondage,Drama,Hayao Miyazaki,Africa,7133336
Ma vie en rose,Thriller,Martin Scorsese,Africa,8696705
Manos sucias,Crimen,Pedro Almodóvar,Africa,10288540
Mandabi,Thriller,Andrey Zvyagintsev,Africa,8499303
Moolaad�,Thriller,Ridley Scott,Africa,10455150
Night of the Kings,Thriller,Guillermo del Toro,Africa,6294410
Nostalgia de la luz,Thriller,Francis Ford Coppola,Africa,6813821
Olive Trees of Justice,Thriller,Ridley Scott,Africa,6137154
Red Dust,Aventura,Ridley Scott,Africa,5786526
Rage,Comedia,Martin Scorsese,Africa,9823705
Run Lola Run,Drama,Pedro Almodóvar,Africa,5755726
Sankofa,Comedia,Hayao Miyazaki,Africa,10009538
The Battle of Algiers,Drama,Guillermo del Toro,Africa,6817104
The Burial of Kojo,Thriller,James Cameron,Africa,6546059
The Constant Gardener,Comedia,Bong Joon-ho,Africa,7422608
The Gods Must Be Crazy,Acción,Hayao Miyazaki,Africa,9973715
The Wedding Party,Acción,Hayao Miyazaki,Africa,9980448
Toi et moi,Aventura,James Cameron,Africa,10785680
Totsi,Romance,Christopher Nolan,Africa,9019488
The White Tiger,Acción,Martin Scorsese,Africa,10728353
Viva Riva!,Aventura,Pedro Almodóvar,Africa,8534573
Xala,Ciencia ficción,Hayao Miyazaki,Africa,7817068
Zabana!,Ciencia ficción,Bong Joon-ho,Africa,7083931
Abulele,Comedia,James Cameron,Africa,9686463
Amistad,Comedia,Christopher Nolan,Africa,9349357
Black Venus,Drama,Steven Spielberg,Africa,6972688
Cavalo Dinheiro,Drama,Quentin Tarantino,Africa,6411876
Complicit,Drama,Steven Spielberg,Africa,6984839
Djanga,Thriller,Hayao Miyazaki,Africa,8650229
Frantz Fanon,Comedia,Andrey Zvyagintsev,Africa,9139528
God�s Own Country,Drama,Francis Ford Coppola,Africa,8697314
Hunger,Thriller,Guillermo del Toro,Africa,9491458
Indigo,Crimen,James Cameron,Africa,6359042
Kiss Me Kill Me,Romance,Guillermo del Toro,Africa,10306528
Lady of the Camellias,Comedia,Quentin Tarantino,Africa,8454773
Last Year at Marienbad,Acción,Ridley Scott,Africa,9180649
Mother of George,Romance,Bong Joon-ho,Africa,8871145
Neuilly sa m�re!,Crimen,Andrey Zvyagintsev,Africa,8064969
O Hero,Ciencia ficción,Andrey Zvyagintsev,Africa,5406117
On the Edge of the World,Comedia,Quentin Tarantino,Africa,9829968
Temba,Comedia,Pedro Almodóvar,Africa,10478771
The African Storm,Comedia,Francis Ford Coppola,Africa,8232685
The Slave,Crimen,Francis Ford Coppola,Africa,5662615
The Strangers,Aventura,Steven Spielberg,Africa,6742967
This is Our Land,Drama,Christopher Nolan,Africa,6044413
Touristas,Crimen,Guillermo del Toro,Africa,10530281
There Is a God,Crimen,Bong Joon-ho,Africa,5766326
Toys in the Attic,Comedia,Ridley Scott,Africa,6073859
The Orchestra of Lost Souls,Aventura,James Cameron,Africa,7834294
Afro Girl,Crimen,Steven Spielberg,Africa,6994073
Ancient Dreams,Crimen,Bong Joon-ho,Africa,8811936
Dreams for Tomorrow,Crimen,James Cameron,Africa,6210493
Fateful Shadows,Comedia,Francis Ford Coppola,Africa,9936764
La Nuit,Romance,James Cameron,Africa,6484346
Goodbye,Romance,Steven Spielberg,Africa,8118315
African Warriors,Crimen,Steven Spielberg,Africa,6038258
Desire,Comedia,Christopher Nolan,Africa,10607623
The Monkey Man,Thriller,Bong Joon-ho,Africa,10722932
Tobogganing,Romance,Andrey Zvyagintsev,Africa,6119552
The Last Voyage,Romance,Martin Scorsese,Africa,10178119
Rain,Crimen,Guillermo del Toro,Africa,7840168
The Great Tree,Thriller,Hayao Miyazaki,Africa,8522444
Dance Me to the End of Time,Romance,Quentin Tarantino,Africa,6087188
A Prince�s Story,Romance,Quentin Tarantino,Africa,9813240
In the Deepest Valley,Aventura,Christopher Nolan,Africa,10300156
Two Hours from the Sea,Comedia,James Cameron,Africa,10213302
Wires,Acción,Bong Joon-ho,Africa,8692965
The Time of the Lion,Drama,Guillermo del Toro,Africa,10456446
Silent Eyes,Acción,Guillermo del Toro,Africa,7850521
Bitter Roots,Thriller,Pedro Almodóvar,Africa,6867648
Autumn Eyes,Crimen,Ridley Scott,Africa,10070343
The Last Sunrise,Thriller,Bong Joon-ho,Africa,9120277
Shady,Drama,Francis Ford Coppola,Africa,7906735
Hunger Song,Ciencia ficción,Bong Joon-ho,Africa,7796390
The African Rising,Aventura,Guillermo del Toro,Africa,9888866
Power of a Dream,Acción,Quentin Tarantino,Africa,8806186
Hopeful Life,Ciencia ficción,Hayao Miyazaki,Africa,9956916
Bishop�s Garden,Acción,James Cameron,Africa,7088677
Dust and Dreams,Aventura,Ridley Scott,Africa,5880764
Africa: The Valiant King,Aventura,Pedro Almodóvar,Africa,9701812
The Noble Warriors,Ciencia ficción,Pedro Almodóvar,Africa,8900091
Wakanda: In the Land of the Lion,Aventura,Quentin Tarantino,Africa,7198500
The Burning Sands,Crimen,Steven Spielberg,Africa,8762253
Tales from the Riverbank,Thriller,James Cameron,Africa,5988878
Red Dawn Rising,Drama,Andrey Zvyagintsev,Africa,8115234
Hymn of the African,Ciencia ficción,Ridley Scott,Africa,8530064
Through the Flames,Thriller,Guillermo del Toro,Africa,9453380
Betrayal,Ciencia ficción,Francis Ford Coppola,Africa,9127310
Freedom Trail,Comedia,Christopher Nolan,Africa,9511549
Wings of the Past,Aventura,Steven Spielberg,Africa,9653102
Hunter�s Secret,Romance,James Cameron,Africa,10788262
The Unknown Journey,Drama,Martin Scorsese,Africa,8027877
Green Pastures,Acción,Andrey Zvyagintsev,Africa,7336056
The Little Things,Comedia,Martin Scorsese,Africa,8009912
The Ghost of Africa,Ciencia ficción,Andrey Zvyagintsev,Africa,5882684
Bamboo Gold,Drama,Martin Scorsese,Africa,8639972
The Dying Day,Thriller,Ridley Scott,Africa,6990618
The Red Horizon,Comedia,James Cameron,Africa,9859407
Quiet Strength,Romance,Steven Spielberg,Africa,8841416
Through the World,Crimen,Bong Joon-ho,Africa,10536211
Distant Eyes,Ciencia ficción,Francis Ford Coppola,Africa,10067638
The Blazing Desert,Ciencia ficción,James Cameron,Africa,8474538
A Thousand Miles,Ciencia ficción,Steven Spielberg,Africa,9499722
Under the Stars,Thriller,Martin Scorsese,Africa,8960032
Legacy,Drama,James Cameron,Africa,10702383
Hometown Morning,Thriller,Bong Joon-ho,Africa,9798485
The Bold Path,Thriller,Ridley Scott,Africa,10745100
Catching Shadows,Ciencia ficción,Hayao Miyazaki,Africa,8726767
The River Spirit,Ciencia ficción,Andrey Zvyagintsev,Africa,7063214
African Heroine,Ciencia ficción,Bong Joon-ho,Africa,10034596
Sands of Time,Crimen,Andrey Zvyagintsev,Africa,6186382
Beyond the Sun,Aventura,Steven Spielberg,Africa,8197373
Strong Heart,Acción,Quentin Tarantino,Africa,8163511
Struggle for Freedom,Thriller,Martin Scorsese,Africa,6163745
Black Son,Acción,Christopher Nolan,Africa,10726303
Wounded Eagle,Aventura,Guillermo del Toro,Africa,8433639
The Dark Road,Ciencia ficción,Christopher Nolan,Africa,6069372
The Power of Hope,Aventura,Steven Spielberg,Africa,6484693
Destiny Found,Ciencia ficción,Francis Ford Coppola,Africa,8824859
The Lion�s Call,Romance,Steven Spielberg,Africa,9970184
Innocence Lost,Thriller,Francis Ford Coppola,Africa,6076121
Through the Shadows,Comedia,Andrey Zvyagintsev,Africa,9465639
Tales of the Lost,Thriller,Martin Scorsese,Africa,6605050
Fallen Warrior,Acción,Andrey Zvyagintsev,Africa,10688632
Heart of the People,Ciencia ficción,Ridley Scott,Africa,8460020
